name,iteration,exec_time_1_us,exec_time_2_us
B14,23,4084.8880000012855,3901.331000001562
B14,24,3653.478999996906,3811.456000001101
B14,25,3851.238999999396,3842.279000000559
B14,26,3713.265999998328,3795.5719999978046
B14,27,4010.678000000212,3939.898999998803
B14,28,4051.172000000492,3803.564000001813
B14,29,3969.544000000269,4012.175999999812
B14,30,3686.2050000010527,4059.9639999996384
B14,31,4012.752999997815,4309.456000001433
B14,32,3780.9529999996985,3816.5180000007126
B14,33,4339.660999999495,3981.369999998208
B14,34,3996.134000001206,3859.8060000012415
B14,35,3908.071000001456,4061.670999998768
B14,36,3804.6989999998,3934.926999999533
B14,37,3889.9970000016992,3840.782999997572
B14,38,4205.102000000238,3760.073000002251
B14,39,3777.4309999996094,3692.963000002436
B14,40,3718.5460000017656,3748.042000001561
B14,41,4125.942000001714,3899.190999998581
B14,42,3828.614999999758,4065.775999997357
B14,43,4322.9629999999015,4054.70100000116
B14,44,3806.6030000010182,3944.501000002987
B14,45,3794.572999996859,3789.949999998044
B14,46,3734.432000001675,3800.6899999984967
B14,47,4025.802000001022,4047.358000001111
B14,48,3968.744000005131,3800.779999998838
B14,49,3843.046999996602,3892.481000001169
B15,1,9024.174999999968,9037.764999999976
B15,2,8933.093000000003,8745.207999999671
B15,4,8386.338000000214,8792.425000000214
B15,5,8779.152000000679,8753.666999999687
B15,6,8373.844999999492,8515.733000001192
B15,7,8408.066000001214,8380.335000000017
B15,8,7789.915000000036,8694.982999999824
B15,9,8481.939999999355,8195.82799999985
B15,11,8716.687999999805,8898.048000000714
B15,12,8320.327999999932,8638.07600000044
B15,13,8056.516999999985,8703.682000000157
B15,14,7659.388000000434,8722.046999999122
B15,15,8234.077000000894,8319.70600000176
B15,16,7946.781000001124,8461.49899999915
B15,17,8808.821999998883,9048.70800000168
B15,18,9096.41899999869,8336.700000000974
B15,19,7997.982999999209,9001.743999998978
B15,20,7461.562999999671,8300.429000001941
B15,21,8542.571999999638,8385.087000000623
B15,22,7621.19300000208,8558.06699999917
B15,23,7910.232000000406,8108.656000000991
B15,24,7654.961000000071,8633.584999998333
B15,25,7908.119000003211,9541.857999998629
B15,26,7597.7119999990355,8469.324000003553
B15,27,7795.1909999995905,8448.630000003732
B15,28,7616.696999996009,7856.709000002127
B15,29,7897.728000003212,8225.461000002098
B15,30,8466.04400000217,8397.391000002586
B15,31,8814.076999996701,8503.519000001346
B15,32,7759.63099999899,8077.845999999055
B15,33,7846.7219999964755,8823.368000001608
B15,34,7831.910000000164,8621.247999997195
B15,35,8610.359000002176,8412.270999997418
B15,36,8372.62099999947,8037.556000004997
B15,37,7931.321999997464,8195.296000003793
B15,38,7654.714000004504,8736.757999997735
B15,39,8007.361999993634,8859.397999998464
B15,40,7601.269999994997,7936.405999998897
B15,41,8098.597000000041,8282.442000002276
B15,42,7958.293000001504,8052.946999995925
B15,43,7722.159000003614,8644.771000000163
B15,44,7686.435000003656,8609.278000001552
B15,45,7785.081000001526,8057.669999999462
B15,46,7682.10100000033,9001.03800000096
B15,47,7505.3559999958,8253.869999997221
B15,48,7726.731000005316,8126.703999998597
B15,49,8016.610000005641,8351.40400000256
